,survived,pclass,age,sibsp,parch,adult_male,alone,log_fare,new_fare,gender,female_class,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Unknown,embarked_C,embarked_Q,embarked_S,embarked_U,who_child,who_man,who_woman,class_First,class_Second,class_Third,"age_groups_(0, 15]","age_groups_(15, 25]","age_groups_(25, 45]","age_groups_(45, 70]","age_groups_(70, 100]",age_groups
466,0,2,32.973597359735976,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"(25, 45]"
467,0,1,56.0,0,0,1,1,3.3160025355989236,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"(45, 70]"
468,0,3,32.973597359735976,0,0,1,1,2.1661924680884908,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
469,1,3,0.75,2,1,0,0,3.0085645861193133,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"(0, 15]"
470,0,3,32.973597359735976,0,0,1,1,2.1102132003465894,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
471,0,3,38.0,0,0,1,1,2.2682524139135403,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
472,1,2,33.0,1,2,0,0,3.3586377672433594,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"(25, 45]"
473,1,2,23.0,0,0,0,1,2.694066212646058,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"(15, 25]"
474,0,3,22.0,0,0,0,1,2.3830123421066602,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,"(15, 25]"
475,0,1,32.973597359735976,0,0,1,1,3.970291913552122,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
476,0,2,34.0,1,0,1,0,3.091042453358316,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"(25, 45]"
477,0,3,29.0,1,0,1,0,2.0851502161468174,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
478,0,3,22.0,0,0,1,1,2.142510233146819,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
479,1,3,2.0,0,1,0,0,2.586823743668066,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"(0, 15]"
480,0,3,9.0,5,2,0,0,3.8691155044168695,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"(0, 15]"
481,0,2,32.973597359735976,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"(25, 45]"
482,0,3,50.0,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,"(45, 70]"
483,1,3,63.0,0,0,0,1,2.3596740599781727,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,"(45, 70]"
484,1,1,25.0,1,0,1,0,4.5226490762785785,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"(15, 25]"
485,0,3,4.333333333333333,3,1,0,0,3.275887339030031,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,"(0, 15]"
486,1,1,35.0,1,0,0,0,4.51085950651685,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"(25, 45]"
487,0,1,58.0,0,0,1,1,3.4242626545931514,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"(45, 70]"
488,0,3,30.0,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
489,1,3,9.0,1,1,0,0,2.827313621929028,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"(0, 15]"
490,0,3,32.70192307692308,1,0,1,0,3.0429354648621407,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
491,0,3,21.0,0,0,1,1,2.1102132003465894,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
492,0,1,55.0,0,0,1,1,3.449987545831587,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"(45, 70]"
493,0,1,71.0,0,0,1,1,3.922056501139853,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"(70, 100]"
494,0,3,21.0,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
495,0,3,32.973597359735976,0,0,1,1,2.738146075922933,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
496,1,1,54.0,1,0,0,0,4.37281811610993,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"(45, 70]"
497,0,3,32.973597359735976,0,0,1,1,2.7788192719904172,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
498,0,1,25.0,1,2,0,0,5.027492411162679,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"(15, 25]"
499,0,3,24.0,0,0,1,1,2.174274334826008,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
500,0,3,17.0,0,0,1,1,2.2682524139135403,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
501,0,3,21.0,0,0,0,1,2.169053700369523,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,"(15, 25]"
502,0,3,31.08421052631579,0,0,0,1,2.155151800914312,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
503,0,3,37.0,0,0,0,1,2.3596740599781727,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
504,1,1,16.0,0,0,0,1,4.471638793363569,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"(15, 25]"
505,0,1,18.0,1,0,1,0,4.699570861409576,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"(15, 25]"
506,1,2,33.0,0,2,0,0,3.295836866004329,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"(25, 45]"
507,1,1,32.973597359735976,0,0,1,1,3.3160025355989236,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
508,0,3,28.0,0,0,1,1,3.1580636854714434,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
509,1,3,26.0,0,0,1,1,4.05171190165724,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
510,1,3,29.0,0,0,1,1,2.169053700369523,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
511,0,3,32.973597359735976,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
512,1,1,36.0,0,0,1,1,3.3064287218760624,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
513,1,1,54.0,1,0,0,0,4.100989104940769,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"(45, 70]"
514,0,3,24.0,0,0,1,1,2.139571923732859,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
515,0,1,47.0,0,0,1,1,3.5559421706858756,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"(45, 70]"
516,1,2,34.0,0,0,0,1,2.4423470353692043,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"(25, 45]"
517,0,3,32.973597359735976,0,0,1,1,3.224857896545748,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
518,1,2,36.0,1,0,0,0,3.295836866004329,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"(25, 45]"
519,0,3,32.0,0,0,1,1,2.1855792552411137,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
520,1,1,30.0,0,0,0,1,4.548599834499697,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"(25, 45]"
521,0,3,22.0,0,0,1,1,2.1855792552411137,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
522,0,3,32.973597359735976,0,0,1,1,2.1071782966514356,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
523,1,1,44.0,0,1,0,0,4.077184839375167,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"(25, 45]"
524,0,3,32.973597359735976,0,0,1,1,2.1076888046179385,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
525,0,3,40.5,0,0,1,1,2.169053700369523,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
526,1,2,50.0,0,0,0,1,2.4423470353692043,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,"(45, 70]"
527,0,1,32.973597359735976,0,0,1,1,5.406181146423973,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
528,0,3,39.0,0,0,1,1,2.188856327665703,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
529,0,2,23.0,2,1,1,0,2.5257286443082556,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,"(15, 25]"
530,1,2,2.0,1,1,0,0,3.295836866004329,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,"(0, 15]"
531,0,3,32.973597359735976,0,0,1,1,2.1076888046179385,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
532,0,3,17.0,1,1,1,0,2.1076888046179385,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
533,1,3,26.833333333333332,0,2,0,0,3.1509523813392697,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
534,0,3,30.0,0,0,0,1,2.2682524139135403,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
535,1,2,7.0,0,2,0,0,3.305053521109253,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,"(0, 15]"
536,0,1,45.0,0,0,1,1,3.3160025355989236,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
537,1,1,30.0,0,0,0,1,4.676792929661059,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"(25, 45]"
538,0,3,32.973597359735976,0,0,1,1,2.740840023925201,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
539,1,1,22.0,0,2,0,0,3.9219733362813143,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"(15, 25]"
540,1,1,36.0,0,2,0,0,4.276666119016055,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"(25, 45]"
541,0,3,9.0,4,2,0,0,3.4742929367327062,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"(0, 15]"
542,0,3,11.0,4,2,0,0,3.4742929367327062,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"(0, 15]"
543,1,2,32.0,1,0,1,0,3.295836866004329,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"(25, 45]"
544,0,1,50.0,1,0,1,0,4.676792929661059,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"(45, 70]"
545,0,1,64.0,0,0,1,1,3.295836866004329,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"(45, 70]"
546,1,2,19.0,1,0,0,0,3.295836866004329,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"(15, 25]"
547,1,2,32.973597359735976,0,0,1,1,2.6988412620169004,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"(25, 45]"
548,0,3,33.0,1,1,1,0,3.0692150503137943,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
549,1,2,8.0,1,1,0,0,3.6309854756950335,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,"(0, 15]"
550,1,1,17.0,0,2,1,0,4.717456363787216,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"(15, 25]"
551,0,2,27.0,0,0,1,1,3.295836866004329,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"(25, 45]"
552,0,3,32.973597359735976,0,0,1,1,2.17806441028492,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
553,1,3,22.0,0,0,1,1,2.1071782966514356,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
554,1,3,22.0,0,0,0,1,2.1719067693519296,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,"(15, 25]"
555,0,1,62.0,0,0,1,1,3.3160025355989236,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"(45, 70]"
556,1,1,48.0,1,0,0,0,3.703768066607687,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"(45, 70]"
557,0,1,32.973597359735976,0,0,1,1,5.4316456135398825,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
558,1,1,39.0,1,1,0,0,4.390118804571218,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"(25, 45]"
559,1,3,36.0,1,0,0,0,2.91235066461494,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
560,0,3,32.973597359735976,0,0,1,1,2.169053700369523,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
561,0,3,40.0,0,0,1,1,2.1855792552411137,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
562,0,2,28.0,0,0,1,1,2.6741486494265287,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"(25, 45]"
563,0,3,32.973597359735976,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
564,0,3,31.08421052631579,0,0,0,1,2.2027647577118348,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
565,0,3,24.0,2,0,1,0,3.224857896545748,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
566,0,3,19.0,0,0,1,1,2.1855792552411137,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
567,0,3,29.0,0,4,0,0,3.0944457464900235,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
568,0,3,32.973597359735976,0,0,1,1,2.1076888046179385,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
569,1,3,32.0,0,0,1,1,2.180891922715322,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
570,1,2,62.0,0,0,1,1,2.4423470353692043,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"(45, 70]"
571,1,1,53.0,2,0,0,0,3.960416900617205,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,"(45, 70]"
572,1,1,36.0,0,0,1,1,3.3100867049215847,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
573,1,3,31.08421052631579,0,0,0,1,2.169053700369523,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
574,0,3,16.0,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
575,0,3,19.0,0,0,1,1,2.740840023925201,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
576,1,2,34.0,0,0,0,1,2.6390573296152584,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"(25, 45]"
577,1,1,39.0,1,0,0,0,4.041295341132285,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"(25, 45]"
578,0,3,33.355555555555554,1,0,0,0,2.738146075922933,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
579,1,3,32.0,0,0,1,1,2.188856327665703,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
580,1,2,25.0,1,1,0,0,3.4339872044851463,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"(15, 25]"
581,1,1,39.0,1,1,0,0,4.717456363787216,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"(25, 45]"
582,0,2,54.0,0,0,1,1,3.295836866004329,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"(45, 70]"
583,0,1,36.0,0,0,1,1,3.716616209085536,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
584,0,3,32.973597359735976,0,0,1,1,2.2734137156937657,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
585,1,1,18.0,0,2,0,0,4.390118804571218,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"(15, 25]"
586,0,2,47.0,0,0,1,1,2.772588722239781,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"(45, 70]"
587,1,1,60.0,1,1,1,0,4.384523514872469,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"(45, 70]"
588,0,3,22.0,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"(15, 25]"
589,0,3,32.973597359735976,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
590,0,3,35.0,0,0,1,1,2.094945728215801,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
591,1,1,52.0,1,0,0,0,4.37281811610993,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"(45, 70]"
592,0,3,47.0,0,0,1,1,2.1102132003465894,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,"(45, 70]"
593,0,3,26.833333333333332,0,2,0,0,2.169053700369523,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
594,0,2,37.0,1,0,1,0,3.295836866004329,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"(25, 45]"
595,0,3,36.0,1,1,1,0,3.224857896545748,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
596,1,2,31.08421052631579,0,0,0,1,3.5263605246161616,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"(25, 45]"
597,0,3,49.0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,"(45, 70]"
598,0,3,32.973597359735976,0,0,1,1,2.1071782966514356,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
599,1,1,49.0,1,0,1,0,4.0592215752427645,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"(45, 70]"
600,1,2,24.0,2,1,0,0,3.332204510175204,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"(15, 25]"
601,0,3,32.973597359735976,0,0,1,1,2.1855792552411137,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
602,0,1,32.973597359735976,0,0,1,1,3.770459441106359,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
603,0,3,44.0,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
604,1,1,35.0,0,0,1,1,3.3160025355989236,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
605,0,3,36.0,1,0,1,0,2.806386101823072,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
606,0,3,30.0,0,0,1,1,2.1855792552411137,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
607,1,1,27.0,0,0,1,1,3.449987545831587,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
608,1,2,22.0,1,2,0,0,3.7513658711253766,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"(15, 25]"
609,1,1,40.0,0,0,0,1,5.039951348430309,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"(25, 45]"
610,0,3,39.0,1,5,0,0,3.4742929367327062,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
611,0,3,32.973597359735976,0,0,1,1,2.085672091430472,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
612,1,3,33.355555555555554,1,0,0,0,2.803360380906535,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
613,0,3,32.973597359735976,0,0,1,1,2.169053700369523,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
614,0,3,35.0,0,0,1,1,2.2027647577118348,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
615,1,2,24.0,1,2,0,0,4.189654742026425,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"(15, 25]"
616,0,3,34.0,1,1,1,0,2.7343675094195836,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
617,0,3,26.0,1,0,0,0,2.8390784635086144,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"(25, 45]"
618,1,2,4.0,2,1,0,0,3.6888794541139363,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,"(0, 15]"
619,0,2,26.0,0,0,1,1,2.4423470353692043,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"(25, 45]"
620,0,3,27.0,1,0,1,0,2.737880811060884,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"(25, 45]"
621,1,1,42.0,1,0,1,0,3.9806942251907276,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"(25, 45]"
