,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_groups,log_fare,gender,female_class,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Unknown,embarked_C,embarked_Q,embarked_S,embarked_U,who_child,who_man,who_woman,class_First,class_Second,class_Third,"age_groups_(0, 15]","age_groups_(15, 25]","age_groups_(25, 45]","age_groups_(45, 70]","age_groups_(70, 100]"
369,1,1,female,24.0,0,0,69.3,C,First,woman,0,B,Cherbourg,yes,1,"(15, 25]",4.252771798816619,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
370,1,1,male,25.0,1,0,55.4417,C,First,man,1,E,Cherbourg,yes,0,"(15, 25]",4.0332082470129285,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
371,0,3,male,18.0,1,0,6.4958,S,Third,man,1,Unknown,Southampton,no,0,"(15, 25]",2.0143428636837015,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
372,0,3,male,19.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
373,0,1,male,22.0,0,0,135.6333,C,First,man,1,Unknown,Cherbourg,no,1,"(15, 25]",4.91730069488021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
374,0,3,female,3.0,3,1,21.075,S,Third,child,0,Unknown,Southampton,no,0,"(0, 15]",3.0944457464900235,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
375,1,1,female,33.355555555555554,1,0,82.1708,C,First,woman,0,Unknown,Cherbourg,yes,0,"(25, 45]",4.420896324687287,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
376,1,3,female,22.0,0,0,7.25,S,Third,woman,0,Unknown,Southampton,yes,1,"(15, 25]",2.1102132003465894,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
377,0,1,male,27.0,0,2,211.5,C,First,man,1,C,Cherbourg,no,0,"(25, 45]",5.358941988364472,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
378,0,3,male,20.0,0,0,4.0125,C,Third,man,1,Unknown,Cherbourg,no,1,"(15, 25]",1.6119347926326877,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
379,0,3,male,19.0,0,0,7.775,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.1719067693519296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
380,1,1,female,42.0,0,0,227.525,C,First,woman,0,Unknown,Cherbourg,yes,1,"(25, 45]",5.4316456135398825,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
381,1,3,female,1.0,0,2,15.7417,C,Third,child,0,Unknown,Cherbourg,yes,0,"(0, 15]",2.817902613071225,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
382,0,3,male,32.0,0,0,7.925,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.188856327665703,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
383,1,1,female,35.0,1,0,52.0,S,First,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.970291913552122,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
384,0,3,male,32.973597359735976,0,0,7.8958,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
385,0,2,male,18.0,0,0,73.5,S,Second,man,1,Unknown,Southampton,no,1,"(15, 25]",4.310799125385514,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
386,0,3,male,1.0,5,2,46.9,S,Third,child,0,Unknown,Southampton,no,0,"(0, 15]",3.8691155044168695,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
387,1,2,female,36.0,0,0,13.0,S,Second,woman,0,Unknown,Southampton,yes,1,"(25, 45]",2.6390573296152584,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
388,0,3,male,32.973597359735976,0,0,7.7292,Q,Third,man,1,Unknown,Queenstown,no,1,"(25, 45]",2.1666737276227077,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
389,1,2,female,17.0,0,0,12.0,C,Second,woman,0,Unknown,Cherbourg,yes,1,"(15, 25]",2.5649493574615367,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
390,1,1,male,36.0,1,2,120.0,S,First,man,1,B,Southampton,yes,0,"(25, 45]",4.795790545596741,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
391,1,3,male,21.0,0,0,7.7958,S,Third,man,1,Unknown,Southampton,yes,1,"(15, 25]",2.174274334826008,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
392,0,3,male,28.0,2,0,7.925,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",2.188856327665703,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
393,1,1,female,23.0,1,0,113.275,C,First,woman,0,D,Cherbourg,yes,0,"(15, 25]",4.738607824217808,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
394,1,3,female,24.0,0,2,16.7,S,Third,woman,0,G,Southampton,yes,0,"(15, 25]",2.8735646395797834,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
395,0,3,male,22.0,0,0,7.7958,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.174274334826008,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,0,Unknown,Southampton,no,1,"(25, 45]",2.180891922715322,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
397,0,2,male,46.0,0,0,26.0,S,Second,man,1,Unknown,Southampton,no,1,"(45, 70]",3.295836866004329,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
398,0,2,male,23.0,0,0,10.5,S,Second,man,1,Unknown,Southampton,no,1,"(15, 25]",2.4423470353692043,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
399,1,2,female,28.0,0,0,12.65,S,Second,woman,0,Unknown,Southampton,yes,1,"(25, 45]",2.613739521630969,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
400,1,3,male,39.0,0,0,7.925,S,Third,man,1,Unknown,Southampton,yes,1,"(25, 45]",2.188856327665703,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
401,0,3,male,26.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
402,0,3,female,21.0,1,0,9.825,S,Third,woman,0,Unknown,Southampton,no,0,"(15, 25]",2.3818582738885534,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
403,0,3,male,28.0,1,0,15.85,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",2.8243506567983707,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,0,Unknown,Southampton,no,1,"(15, 25]",2.2682524139135403,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
405,0,2,male,34.0,1,0,21.0,S,Second,man,1,Unknown,Southampton,no,0,"(25, 45]",3.091042453358316,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
406,0,3,male,51.0,0,0,7.75,S,Third,man,1,Unknown,Southampton,no,1,"(45, 70]",2.169053700369523,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
407,1,2,male,3.0,1,1,18.75,S,Second,child,0,Unknown,Southampton,yes,0,"(0, 15]",2.9831534913471307,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
408,0,3,male,21.0,0,0,7.775,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.1719067693519296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
409,0,3,female,4.333333333333333,3,1,25.4667,S,Third,woman,0,Unknown,Southampton,no,0,"(0, 15]",3.275887339030031,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
410,0,3,male,32.973597359735976,0,0,7.8958,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
411,0,3,male,32.973597359735976,0,0,6.8583,Q,Third,man,1,Unknown,Queenstown,no,1,"(25, 45]",2.061570298060867,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
412,1,1,female,33.0,1,0,90.0,Q,First,woman,0,C,Queenstown,yes,0,"(25, 45]",4.51085950651685,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
413,0,2,male,32.973597359735976,0,0,0.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
414,1,3,male,44.0,0,0,7.925,S,Third,man,1,Unknown,Southampton,yes,1,"(25, 45]",2.188856327665703,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
415,0,3,female,31.08421052631579,0,0,8.05,S,Third,woman,0,Unknown,Southampton,no,1,"(25, 45]",2.2027647577118348,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
416,1,2,female,34.0,1,1,32.5,S,Second,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.5115454388310208,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
417,1,2,female,18.0,0,2,13.0,S,Second,woman,0,Unknown,Southampton,yes,0,"(15, 25]",2.6390573296152584,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
418,0,2,male,30.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
419,0,3,female,10.0,0,2,24.15,S,Third,child,0,Unknown,Southampton,no,0,"(0, 15]",3.224857896545748,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
420,0,3,male,32.973597359735976,0,0,7.8958,C,Third,man,1,Unknown,Cherbourg,no,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,1,Unknown,Queenstown,no,1,"(15, 25]",2.167143305297764,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
422,0,3,male,29.0,0,0,7.875,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1832383353614797,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
423,0,3,female,28.0,1,1,14.4,S,Third,woman,0,Unknown,Southampton,no,0,"(25, 45]",2.7343675094195836,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
424,0,3,male,18.0,1,1,20.2125,S,Third,man,1,Unknown,Southampton,no,0,"(15, 25]",3.0545906305603445,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
425,0,3,male,32.973597359735976,0,0,7.25,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1102132003465894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
426,1,2,female,28.0,1,0,26.0,S,Second,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.295836866004329,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
427,1,2,female,19.0,0,0,26.0,S,Second,woman,0,Unknown,Southampton,yes,1,"(15, 25]",3.295836866004329,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
428,0,3,male,32.973597359735976,0,0,7.75,Q,Third,man,1,Unknown,Queenstown,no,1,"(25, 45]",2.169053700369523,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
429,1,3,male,32.0,0,0,8.05,S,Third,man,1,E,Southampton,yes,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
430,1,1,male,28.0,0,0,26.55,S,First,man,1,C,Southampton,yes,1,"(25, 45]",3.3160025355989236,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
431,1,3,female,33.355555555555554,1,0,16.1,S,Third,woman,0,Unknown,Southampton,yes,0,"(25, 45]",2.8390784635086144,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
432,1,2,female,42.0,1,0,26.0,S,Second,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.295836866004329,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
433,0,3,male,17.0,0,0,7.125,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.094945728215801,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
434,0,1,male,50.0,1,0,55.9,S,First,man,1,E,Southampton,no,0,"(45, 70]",4.041295341132285,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
435,1,1,female,14.0,1,2,120.0,S,First,child,0,B,Southampton,yes,0,"(0, 15]",4.795790545596741,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
436,0,3,female,21.0,2,2,34.375,S,Third,woman,0,Unknown,Southampton,no,0,"(15, 25]",3.5660053559634015,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
437,1,2,female,24.0,2,3,18.75,S,Second,woman,0,Unknown,Southampton,yes,0,"(15, 25]",2.9831534913471307,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
438,0,1,male,64.0,1,4,263.0,S,First,man,1,C,Southampton,no,0,"(45, 70]",5.575949103146316,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
439,0,2,male,31.0,0,0,10.5,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.4423470353692043,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
440,1,2,female,45.0,1,1,26.25,S,Second,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.305053521109253,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
441,0,3,male,20.0,0,0,9.5,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.3513752571634776,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
442,0,3,male,25.0,1,0,7.775,S,Third,man,1,Unknown,Southampton,no,0,"(15, 25]",2.1719067693519296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
443,1,2,female,28.0,0,0,13.0,S,Second,woman,0,Unknown,Southampton,yes,1,"(25, 45]",2.6390573296152584,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
444,1,3,male,32.973597359735976,0,0,8.1125,S,Third,man,1,Unknown,Southampton,yes,1,"(25, 45]",2.2096470973347766,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
445,1,1,male,4.0,0,2,81.8583,S,First,child,0,A,Southampton,yes,0,"(0, 15]",4.417131919904876,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
446,1,2,female,13.0,0,1,19.5,S,Second,child,0,Unknown,Southampton,yes,0,"(0, 15]",3.0204248861443626,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
447,1,1,male,34.0,0,0,26.55,S,First,man,1,Unknown,Southampton,yes,1,"(25, 45]",3.3160025355989236,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
448,1,3,female,5.0,2,1,19.2583,C,Third,child,0,Unknown,Cherbourg,yes,0,"(0, 15]",3.0085645861193133,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
449,1,1,male,52.0,0,0,30.5,S,First,man,1,C,Southampton,yes,1,"(45, 70]",3.449987545831587,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
450,0,2,male,36.0,1,2,27.75,S,Second,man,1,Unknown,Southampton,no,0,"(25, 45]",3.3586377672433594,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
451,0,3,male,32.70192307692308,1,0,19.9667,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",3.0429354648621407,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
452,0,1,male,30.0,0,0,27.75,C,First,man,1,C,Cherbourg,no,1,"(25, 45]",3.3586377672433594,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
453,1,1,male,49.0,1,0,89.1042,C,First,man,1,C,Cherbourg,yes,0,"(45, 70]",4.500966778400217,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
454,0,3,male,32.973597359735976,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
455,1,3,male,29.0,0,0,7.8958,C,Third,man,1,Unknown,Cherbourg,yes,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
456,0,1,male,65.0,0,0,26.55,S,First,man,1,E,Southampton,no,1,"(45, 70]",3.3160025355989236,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
457,1,1,female,33.355555555555554,1,0,51.8625,S,First,woman,0,D,Southampton,yes,0,"(25, 45]",3.967694202798607,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
458,1,2,female,50.0,0,0,10.5,S,Second,woman,0,Unknown,Southampton,yes,1,"(45, 70]",2.4423470353692043,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
459,0,3,male,32.973597359735976,0,0,7.75,Q,Third,man,1,Unknown,Queenstown,no,1,"(25, 45]",2.169053700369523,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
460,1,1,male,48.0,0,0,26.55,S,First,man,1,E,Southampton,yes,1,"(45, 70]",3.3160025355989236,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
461,0,3,male,34.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
462,0,1,male,47.0,0,0,38.5,S,First,man,1,E,Southampton,no,1,"(45, 70]",3.676300671907076,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
463,0,2,male,48.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(45, 70]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
464,0,3,male,32.973597359735976,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
465,0,3,male,38.0,0,0,7.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.085672091430472,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
466,0,2,male,32.973597359735976,0,0,0.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
467,0,1,male,56.0,0,0,26.55,S,First,man,1,Unknown,Southampton,no,1,"(45, 70]",3.3160025355989236,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
468,0,3,male,32.973597359735976,0,0,7.725,Q,Third,man,1,Unknown,Queenstown,no,1,"(25, 45]",2.1661924680884908,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
469,1,3,female,0.75,2,1,19.2583,C,Third,child,0,Unknown,Cherbourg,yes,0,"(0, 15]",3.0085645861193133,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
470,0,3,male,32.973597359735976,0,0,7.25,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1102132003465894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
471,0,3,male,38.0,0,0,8.6625,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2682524139135403,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
472,1,2,female,33.0,1,2,27.75,S,Second,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.3586377672433594,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,0,D,Cherbourg,yes,1,"(15, 25]",2.694066212646058,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,0,Unknown,Southampton,no,1,"(15, 25]",2.3830123421066602,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
475,0,1,male,32.973597359735976,0,0,52.0,S,First,man,1,A,Southampton,no,1,"(25, 45]",3.970291913552122,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
476,0,2,male,34.0,1,0,21.0,S,Second,man,1,Unknown,Southampton,no,0,"(25, 45]",3.091042453358316,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
477,0,3,male,29.0,1,0,7.0458,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",2.0851502161468174,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
478,0,3,male,22.0,0,0,7.5208,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.142510233146819,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
479,1,3,female,2.0,0,1,12.2875,S,Third,child,0,Unknown,Southampton,yes,0,"(0, 15]",2.586823743668066,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
480,0,3,male,9.0,5,2,46.9,S,Third,child,0,Unknown,Southampton,no,0,"(0, 15]",3.8691155044168695,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
481,0,2,male,32.973597359735976,0,0,0.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
482,0,3,male,50.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(45, 70]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,0,Unknown,Southampton,yes,1,"(45, 70]",2.3596740599781727,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
484,1,1,male,25.0,1,0,91.0792,C,First,man,1,B,Cherbourg,yes,0,"(15, 25]",4.5226490762785785,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
485,0,3,female,4.333333333333333,3,1,25.4667,S,Third,woman,0,Unknown,Southampton,no,0,"(0, 15]",3.275887339030031,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
486,1,1,female,35.0,1,0,90.0,S,First,woman,0,C,Southampton,yes,0,"(25, 45]",4.51085950651685,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
487,0,1,male,58.0,0,0,29.7,C,First,man,1,B,Cherbourg,no,1,"(45, 70]",3.4242626545931514,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
488,0,3,male,30.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
489,1,3,male,9.0,1,1,15.9,S,Third,child,0,Unknown,Southampton,yes,0,"(0, 15]",2.827313621929028,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
490,0,3,male,32.70192307692308,1,0,19.9667,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",3.0429354648621407,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
491,0,3,male,21.0,0,0,7.25,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.1102132003465894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
492,0,1,male,55.0,0,0,30.5,S,First,man,1,C,Southampton,no,1,"(45, 70]",3.449987545831587,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
