,Unnamed: 0,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_groups,female_from_2nd_class,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Unknown,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,class_First,class_Second,class_Third,"age_groups_(0, 15]","age_groups_(15, 25]","age_groups_(25, 35]","age_groups_(35, 45]","age_groups_(45, 60]","age_groups_(60, 80]"
425,425,0,3,1,32.973597359735976,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
426,426,1,2,0,28.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
427,427,1,2,0,19.0,0,0,26.0,S,Second,1,0,Unknown,Southampton,yes,1,"(15, 25]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
428,428,0,3,1,32.973597359735976,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
429,429,1,3,1,32.0,0,0,8.05,S,Third,0,1,E,Southampton,yes,1,"(25, 35]",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
430,430,1,1,1,28.0,0,0,26.55,S,First,0,1,C,Southampton,yes,1,"(25, 35]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
431,431,1,3,0,33.355555555555554,1,0,16.1,S,Third,1,0,Unknown,Southampton,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
432,432,1,2,0,42.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(35, 45]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
433,433,0,3,1,17.0,0,0,7.125,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
434,434,0,1,1,50.0,1,0,55.9,S,First,0,1,E,Southampton,no,0,"(45, 60]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
435,435,1,1,0,14.0,1,2,120.0,S,First,3,0,B,Southampton,yes,0,"(0, 15]",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
436,436,0,3,0,21.0,2,2,34.375,S,Third,1,0,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
437,437,1,2,0,24.0,2,3,18.75,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
438,438,0,1,1,64.0,1,4,263.0,S,First,0,1,C,Southampton,no,0,"(60, 80]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
439,439,0,2,1,31.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
440,440,1,2,0,45.0,1,1,26.25,S,Second,1,0,Unknown,Southampton,yes,0,"(35, 45]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
441,441,0,3,1,20.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
442,442,0,3,1,25.0,1,0,7.775,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
443,443,1,2,0,28.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
444,444,1,3,1,32.973597359735976,0,0,8.1125,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
445,445,1,1,1,4.0,0,2,81.8583,S,First,3,0,A,Southampton,yes,0,"(0, 15]",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
446,446,1,2,0,13.0,0,1,19.5,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
447,447,1,1,1,34.0,0,0,26.55,S,First,0,1,Unknown,Southampton,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
448,448,1,3,0,5.0,2,1,19.2583,C,Third,3,0,Unknown,Cherbourg,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
449,449,1,1,1,52.0,0,0,30.5,S,First,0,1,C,Southampton,yes,1,"(45, 60]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
450,450,0,2,1,36.0,1,2,27.75,S,Second,0,1,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
451,451,0,3,1,32.70192307692308,1,0,19.9667,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
452,452,0,1,1,30.0,0,0,27.75,C,First,0,1,C,Cherbourg,no,1,"(25, 35]",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
453,453,1,1,1,49.0,1,0,89.1042,C,First,0,1,C,Cherbourg,yes,0,"(45, 60]",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
454,454,0,3,1,32.973597359735976,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
455,455,1,3,1,29.0,0,0,7.8958,C,Third,0,1,Unknown,Cherbourg,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
456,456,0,1,1,65.0,0,0,26.55,S,First,0,1,E,Southampton,no,1,"(60, 80]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
457,457,1,1,0,33.355555555555554,1,0,51.8625,S,First,1,0,D,Southampton,yes,0,"(25, 35]",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
458,458,1,2,0,50.0,0,0,10.5,S,Second,1,0,Unknown,Southampton,yes,1,"(45, 60]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
459,459,0,3,1,32.973597359735976,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
460,460,1,1,1,48.0,0,0,26.55,S,First,0,1,E,Southampton,yes,1,"(45, 60]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
461,461,0,3,1,34.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
462,462,0,1,1,47.0,0,0,38.5,S,First,0,1,E,Southampton,no,1,"(45, 60]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
463,463,0,2,1,48.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
464,464,0,3,1,32.973597359735976,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
465,465,0,3,1,38.0,0,0,7.05,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
466,466,0,2,1,32.973597359735976,0,0,0.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
467,467,0,1,1,56.0,0,0,26.55,S,First,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
468,468,0,3,1,32.973597359735976,0,0,7.725,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
469,469,1,3,0,0.75,2,1,19.2583,C,Third,3,0,Unknown,Cherbourg,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
470,470,0,3,1,32.973597359735976,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
471,471,0,3,1,38.0,0,0,8.6625,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
472,472,1,2,0,33.0,1,2,27.75,S,Second,1,0,Unknown,Southampton,yes,0,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
473,473,1,2,0,23.0,0,0,13.7917,C,Second,1,0,D,Cherbourg,yes,1,"(15, 25]",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
474,474,0,3,0,22.0,0,0,9.8375,S,Third,1,0,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
475,475,0,1,1,32.973597359735976,0,0,52.0,S,First,0,1,A,Southampton,no,1,"(25, 35]",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
476,476,0,2,1,34.0,1,0,21.0,S,Second,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
477,477,0,3,1,29.0,1,0,7.0458,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
478,478,0,3,1,22.0,0,0,7.5208,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
479,479,1,3,0,2.0,0,1,12.2875,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
480,480,0,3,1,9.0,5,2,46.9,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
481,481,0,2,1,32.973597359735976,0,0,0.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
482,482,0,3,1,50.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
483,483,1,3,0,63.0,0,0,9.5875,S,Third,1,0,Unknown,Southampton,yes,1,"(60, 80]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
484,484,1,1,1,25.0,1,0,91.0792,C,First,0,1,B,Cherbourg,yes,0,"(15, 25]",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
485,485,0,3,0,4.333333333333333,3,1,25.4667,S,Third,1,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
486,486,1,1,0,35.0,1,0,90.0,S,First,1,0,C,Southampton,yes,0,"(25, 35]",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
487,487,0,1,1,58.0,0,0,29.7,C,First,0,1,B,Cherbourg,no,1,"(45, 60]",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
488,488,0,3,1,30.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
489,489,1,3,1,9.0,1,1,15.9,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
490,490,0,3,1,32.70192307692308,1,0,19.9667,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
491,491,0,3,1,21.0,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
492,492,0,1,1,55.0,0,0,30.5,S,First,0,1,C,Southampton,no,1,"(45, 60]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
493,493,0,1,1,71.0,0,0,49.5042,C,First,0,1,Unknown,Cherbourg,no,1,"(60, 80]",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
494,494,0,3,1,21.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
495,495,0,3,1,32.973597359735976,0,0,14.4583,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
496,496,1,1,0,54.0,1,0,78.2667,C,First,1,0,D,Cherbourg,yes,0,"(45, 60]",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
497,497,0,3,1,32.973597359735976,0,0,15.1,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
498,498,0,1,0,25.0,1,2,151.55,S,First,1,0,C,Southampton,no,0,"(15, 25]",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
499,499,0,3,1,24.0,0,0,7.7958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
500,500,0,3,1,17.0,0,0,8.6625,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
501,501,0,3,0,21.0,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
502,502,0,3,0,31.08421052631579,0,0,7.6292,Q,Third,1,0,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
503,503,0,3,0,37.0,0,0,9.5875,S,Third,1,0,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
504,504,1,1,0,16.0,0,0,86.5,S,First,1,0,B,Southampton,yes,1,"(15, 25]",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
505,505,0,1,1,18.0,1,0,108.9,C,First,0,1,C,Cherbourg,no,0,"(15, 25]",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
506,506,1,2,0,33.0,0,2,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
507,507,1,1,1,32.973597359735976,0,0,26.55,S,First,0,1,Unknown,Southampton,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
508,508,0,3,1,28.0,0,0,22.525,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
509,509,1,3,1,26.0,0,0,56.4958,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
510,510,1,3,1,29.0,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
511,511,0,3,1,32.973597359735976,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
512,512,1,1,1,36.0,0,0,26.2875,S,First,0,1,E,Southampton,yes,1,"(35, 45]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
513,513,1,1,0,54.0,1,0,59.4,C,First,1,0,Unknown,Cherbourg,yes,0,"(45, 60]",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
514,514,0,3,1,24.0,0,0,7.4958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
515,515,0,1,1,47.0,0,0,34.0208,S,First,0,1,D,Southampton,no,1,"(45, 60]",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
516,516,1,2,0,34.0,0,0,10.5,S,Second,1,0,F,Southampton,yes,1,"(25, 35]",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
517,517,0,3,1,32.973597359735976,0,0,24.15,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
518,518,1,2,0,36.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(35, 45]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
519,519,0,3,1,32.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
520,520,1,1,0,30.0,0,0,93.5,S,First,1,0,B,Southampton,yes,1,"(25, 35]",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
521,521,0,3,1,22.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
522,522,0,3,1,32.973597359735976,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
523,523,1,1,0,44.0,0,1,57.9792,C,First,1,0,B,Cherbourg,yes,0,"(35, 45]",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
524,524,0,3,1,32.973597359735976,0,0,7.2292,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
525,525,0,3,1,40.5,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
526,526,1,2,0,50.0,0,0,10.5,S,Second,1,0,Unknown,Southampton,yes,1,"(45, 60]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
527,527,0,1,1,32.973597359735976,0,0,221.7792,S,First,0,1,C,Southampton,no,1,"(25, 35]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
528,528,0,3,1,39.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
529,529,0,2,1,23.0,2,1,11.5,S,Second,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
530,530,1,2,0,2.0,1,1,26.0,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
531,531,0,3,1,32.973597359735976,0,0,7.2292,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
532,532,0,3,1,17.0,1,1,7.2292,C,Third,0,1,Unknown,Cherbourg,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
533,533,1,3,0,26.83333333333333,0,2,22.3583,C,Third,1,0,Unknown,Cherbourg,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
534,534,0,3,0,30.0,0,0,8.6625,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
535,535,1,2,0,7.0,0,2,26.25,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
536,536,0,1,1,45.0,0,0,26.55,S,First,0,1,B,Southampton,no,1,"(35, 45]",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
537,537,1,1,0,30.0,0,0,106.425,C,First,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
538,538,0,3,1,32.973597359735976,0,0,14.5,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
539,539,1,1,0,22.0,0,2,49.5,C,First,1,0,B,Cherbourg,yes,0,"(15, 25]",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
540,540,1,1,0,36.0,0,2,71.0,S,First,1,0,B,Southampton,yes,0,"(35, 45]",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
541,541,0,3,0,9.0,4,2,31.275,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
542,542,0,3,0,11.0,4,2,31.275,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
543,543,1,2,1,32.0,1,0,26.0,S,Second,0,1,Unknown,Southampton,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
544,544,0,1,1,50.0,1,0,106.425,C,First,0,1,C,Cherbourg,no,0,"(45, 60]",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
545,545,0,1,1,64.0,0,0,26.0,S,First,0,1,Unknown,Southampton,no,1,"(60, 80]",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
546,546,1,2,0,19.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
547,547,1,2,1,32.973597359735976,0,0,13.8625,C,Second,0,1,Unknown,Cherbourg,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
548,548,0,3,1,33.0,1,1,20.525,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
549,549,1,2,1,8.0,1,1,36.75,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
550,550,1,1,1,17.0,0,2,110.8833,C,First,0,1,C,Cherbourg,yes,0,"(15, 25]",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
551,551,0,2,1,27.0,0,0,26.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
552,552,0,3,1,32.973597359735976,0,0,7.8292,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
553,553,1,3,1,22.0,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
554,554,1,3,0,22.0,0,0,7.775,S,Third,1,0,Unknown,Southampton,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
555,555,0,1,1,62.0,0,0,26.55,S,First,0,1,Unknown,Southampton,no,1,"(60, 80]",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
556,556,1,1,0,48.0,1,0,39.6,C,First,1,0,A,Cherbourg,yes,0,"(45, 60]",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
557,557,0,1,1,32.973597359735976,0,0,227.525,C,First,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
558,558,1,1,0,39.0,1,1,79.65,S,First,1,0,E,Southampton,yes,0,"(35, 45]",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
559,559,1,3,0,36.0,1,0,17.4,S,Third,1,0,Unknown,Southampton,yes,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
560,560,0,3,1,32.973597359735976,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
561,561,0,3,1,40.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
562,562,0,2,1,28.0,0,0,13.5,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
563,563,0,3,1,32.973597359735976,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
564,564,0,3,0,31.08421052631579,0,0,8.05,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
565,565,0,3,1,24.0,2,0,24.15,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
566,566,0,3,1,19.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
567,567,0,3,0,29.0,0,4,21.075,S,Third,1,0,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
